GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol,ZnP_SPT_molmol,ZnP_LPT_molmol,CdP_SPT_molmol,CdP_LPT_molmol
15347,35,M,7,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,1400,1398.006623,0.6809,0,1141.8,396.3,1535.6,,,,51 um prefilter under QMA rather than 150 um (short of 150 um),,7S placed on light box surface (bottom S touched surface),6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,6,1,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,6,6,6,6
15346,35,M,8,2,8,6962,-10.5,-152,5146,11/16/18 16:00,11/16/18 16:00,800,798.8609272,0.6809,intercal depth,1206.3,410.7,1650.3,,,fish poo to Pa/Th (large black agg),51 um prefilter under QMA rather than 150 um (short of 150 um),,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,1,6,1,1,1,1,1,NaN,NaN,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
15411,35,D,1,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,5090,5089.700588,0.4147,bottom-40,1096.5,403.5,1580.9,,,51 um prefilter w/o 150 um support,51 um prefilter under QMA rather than 150 um,51 um prefilter w/o 150 um support,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,6,1,6,6,6,6,1,1,1,1,1,6,6,6,1,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,3,1,3,6,1,1,1,1,3,0,3,6
15410,35,D,2,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,5050,5049.702941,0.4147,bottom-80,1115.1,402.6,1527,,,run out of 150 um filters to support 51 um prefilter; load 51 um prefilter with no support.,51 um prefilter under QMA rather than 150 um,run out of 150 um filters to support 51 um prefilter; load 51 um prefilter with no support.,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,6,6,1,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,3,0,3,6
15409,35,D,3,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,4970,4969.707647,0.4147,bottom-160,1043.4,356.4,1397.4,,,,51 um prefilter under QMA rather than 150 um,,bottom S: lint (hair); pick off before photographing,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,6,1,1,1,1,1,3,6,3,6
15408,35,D,4,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,4750,4749.720588,0.4147,0,1029.4,330.3,1386,,,,51 um prefilter under QMA rather than 150 um,,top S: lint (hair); pick off after photographing,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,3,6,3,6
15407,35,D,5,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,4500,4499.735294,0.4147,0,315.3,88,1711.6,,Huge leak in 1st Mn cartridge holder-- completely loose on recovery,,51 um prefilter under QMA rather than 150 um,,,6,1,6,6,6,6,6,1,1,1,1,6,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,6,6,1,1,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,3,6,3,6
15406,35,D,6,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,4000,3999.764706,0.4147,0,1171.9,401.4,1578.5,,,"pTM: pick off a piece of lint, then dropped face down on clean wipe. ok?",51 um prefilter under QMA rather than 150 um,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,6,6,1,1,1,6,1,6,6,1,6,1,1,1,1,1,6,1,6,1,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,6,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,3,1,6,6,1,1,1,1,3,6,3,6
15405,35,D,7,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,3600,3599.788235,0.4147,0,1076.8,341,1429,,,,51 um prefilter under QMA rather than 150 um,,Photograph subsampled S rather than the entire S,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,6,6,1,1,1,6,1,1,1,1,6,6,1,1,6,1,1,1,6,6,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,3,6,3,6,1,3,1,1,1,1,3,6,3,6
15404,35,D,8,2,11,6968,-10.49973333,-151.9994833,5143,11/17/18 8:13,11/17/18 8:13,3200,3199.811765,0.4147,0,1090.1,326.1,1472.1,,,,51 um prefilter under QMA rather than 150 um,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,3,6,6,1,1,6,1,1,6,1,1,1,6,1,6,6,1,3,3,1,1,1,1,6,1,3,3,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,3,1,3,6,3,1,1,1,1,6,6,6,6
15519,37,S,1,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,1800,1796.43956,0.6096,0,1052.8,331.4,1707.3,,"Mismatch: total higher than average, so probably leak in total, but also possibly a stuck supor flowmeter since S/Q ratio a little low",w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,6,1,1,1,1,1,6,6,6,6,3,3,1,1,1,1,6,6,6,0
15518,37,S,2,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,1200,1197.626374,0.6096,0,1214.9,419.2,1636.5,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,1,1,6,1,6,NaN,NaN,1,1,6,1,1,6,NaN,NaN,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,3,6,6,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,NaN,1,1,6,1,6,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,6
15517,37,S,3,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,800,798.4175824,0.6096,0,1132,407.5,1536.1,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,6,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,3,6,0
15516,37,S,4,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,450,449.1098901,0.6096,O2 min,1246.8,428.8,1684.8,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,6,1,1,1,1,1,6,1,6,NaN,NaN,1,1,1,1,1,6,NaN,NaN,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,1,1,1,6,1,6,6,6,1,NaN,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,6,1,3,1,1,1,1,1,6,6,0,0
15515,37,S,5,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,250,249.5054945,0.6096,0,1193.7,482.1,1679.8,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,6,1,1,6,1,6,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15514,37,S,6,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,135,134.732967,0.6096,DCM,1066.8,503.2,1580.5,,,w/o 150 um support filter; Qp Pa/Th: gets some blank space,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter; Cut as Qp by mistake initially; 1/8 to pTM rinsed and use as a replicate; 1/8 to protein w/ RNALater (toss); 3/4 to 234Th,,1,1,1,6,1,1,6,1,1,6,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,1,1,1,1,1,1,6,NaN,6,NaN,1,NaN,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,0
15513,37,S,7,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,60,59.88131868,0.6096,MLD,903,423.5,1339.8,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,6,1,1,1,6,6,1,1,1,6,6,1,6,1,1,6,1,6,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15512,37,S,8,1,4,6984,-14.99995,-152.0002333,4795,11/19/18 3:14,11/19/18 3:14,25,24.95054945,0.6096,ML,839.6,377.6,1257.3,,,w/o 150 um support filter; picked off 2 large clean jellies (2 cm); pTM: few particles but sticky,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,1,1,6,6,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,6,1,1,6,1,6,1,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
15615,37,D,1,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,4740,4741,0.4329,bottom-40m,1108.2,409.1,1586,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,NaN,NaN,6,6,1,1,1,1,NaN,NaN,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,NaN,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6,1,3,1,1,1,1,6,6,6,6
15614,37,D,2,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,4620,4621,0.4329,bottom-160m,1128.1,412.5,1548.5,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,6,6,3,3,1,1,1,1,6,6,6,6
15613,37,D,3,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3700,3701,0.4329,clearwater min,0.5,0.5,-0.2,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,Supor has some specks,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4
15612,37,D,4,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3200,3201,0.4329,southern end of S-EPR plume,1230.2,375,1624.3,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,6,6,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,6,1,1,1,1,1,6,6,1,6,6,3,1,1,1,1,6,6,6,6
15611,37,D,5,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,3000,3001,0.4329,southern end of S-EPR plume; Si max,1174.3,393.4,1569.9,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,6,1,1,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,1,1,1,1,1,1,6,1,6,6,1,1,6,1,1,1,1,1,6,6,6,6,3,3,1,1,1,1,6,6,6,6
15610,37,D,6,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2800,2801,0.4329,southern end of S-EPR plume,1180.7,374.1,1560,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um; some specks,w/o 150 um support filter,,6,6,1,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,6,6,6,1,1,1,6,6,6,1,6,1,6,6,1,6,1,6,1,6,6,1,6,6,1,1,6,1,6,1,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,1,1,6,1,6,6,1,6,6,1,1,6,1,6,1,6,1,1,1,1,1,6,1,6,6,6,1,6,1,1,1,1,1,6,6,1,6,6,3,1,1,1,1,6,6,6,6
15609,37,D,7,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2600,2601,0.4329,southern end of S-EPR plume,1083.2,336.7,1427,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,6,6,1,1,6,1,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,3,6,3,6
15608,37,D,8,1,9,6993,-14.99858667,-151.9985767,4796,11/19/18 23:55,11/19/18 23:55,2400,2401,0.4329,0,1211.8,368.9,1625.6,,,w/o 150 um support filter; eNd 3/16 dropped onto Yangs pants,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter; 8Sp - forgot to cut - took out of Cafe Th petri & cut on used plate; pick off zooplankton before give to Cafe Th,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,1,6,1,6,6,1,6,6,1,1,1,1,6,1,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,6,1,6,6,3,1,1,1,1,6,6,6,6
15703,39,S,1,1,4,7005,-19.99965,-151.9999667,4277,11/21/18 21:16,11/21/18 21:16,500,495.3331731,0.6481,intercal depth to distribute,1188.2,440.9,1680.4,,,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,pick off lint in bottom Supor after photographing,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,1,1,1,1,NaN,NaN,1,6,1,1,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,9,1,1,1,1,1,NaN,NaN,9,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,0,6,0,0
15702,39,S,2,1,4,7005,-19.99965,-151.9999667,4277,11/21/18 21:16,11/21/18 21:16,400,396.2665385,0.6481,0,1317.4,499.5,1822.5,,Still pumping on deck during recovery! 11% (0.5/4.5 hrs) of volume pumped integrated from 400 to surface. Probably no good,w/o 150 um support filter,51 um prefilter under QMA rather than 150 um,w/o 150 um support filter,,1,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,6,1,6,6,6,1,6,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,1,1,1,6,1,1,6,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,1,6,1,6,1,1,6,1,6,6,1,6,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,1,1,6,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
